,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,energy_one_center_paw_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,energy_one_center_paw,scf_iterations,total_force,label
64,0.015,47,"[15, 15, 9]","[0, 0, 0]",80.0,3.2912176488255,15,135,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,119.2,MB,476.79,MB,1.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_64
65,0.015,48,"[15, 15, 10]","[0, 0, 0]",80.0,3.2912176488255,15,162,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,125.49,MB,501.98,MB,1.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_65
66,0.015,1,"[1, 1, 1]","[0, 0, 0]",70.0,3.2912176488255,15,1,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,71.49,MB,285.97,MB,0.4,43,      8.29s ,8.29,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.09e-10,9.4179,-4225.0179503321,1.1428781049252e-07,-0.028214667158424,-993.16590388085,550.5138086628,-467.18520573565,-1720.6931248086,-1594.4593100387,43.0,0.0,Sc2_66
67,0.015,4,"[2, 2, 1]","[0, 0, 0]",70.0,3.2912176488255,15,2,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,71.87,MB,287.5,MB,0.4,12,      3.91s ,3.91,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.91e-11,8.7187,-4221.905454741,2.449024510554e-08,-0.015051296471113,-1014.6755679236,578.02181034293,-471.1775267158,-1720.6931248086,-1593.3659942034,12.0,0.0,Sc2_67
68,0.015,6,"[2, 2, 2]","[0, 0, 0]",70.0,3.2912176488255,15,4,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,72.26,MB,289.02,MB,0.4,17,      5.29s ,5.29,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.42e-09,9.0188,-4221.8091216816,9.387927290457e-08,-0.025215700588333,-1013.4227131076,576.74516107697,-470.96810056169,-1720.6931248086,-1593.4451287161,17.0,0.0,Sc2_68
69,0.015,7,"[3, 3, 2]","[0, 0, 0]",70.0,3.2912176488255,15,6,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,72.64,MB,290.55,MB,0.4,21,      8.61s ,8.61,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.31e-11,9.0992,-4221.0806462794,4.489878269349e-08,-0.0439612144767,-1012.0713340356,576.27261934863,-471.02013158404,-1720.6931248086,-1593.5247141213,21.0,0.0,Sc2_69
70,0.015,10,"[4, 4, 2]","[0, 0, 0]",70.0,3.2912176488255,15,8,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,73.02,MB,292.08,MB,0.5,19,      9.61s ,9.61,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.03e-11,9.0441,-4221.2644764539,1.3061464056288e-07,-0.0038837447029869,-1010.1876669694,573.87916891861,-470.65296117613,-1720.6931248086,-1593.6060085376,19.0,0.0,Sc2_70
71,0.015,11,"[4, 4, 3]","[0, 0, 0]",70.0,3.2912176488255,15,8,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,73.02,MB,292.08,MB,0.5,33,     14.21s ,14.21,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.41e-10,8.9427,-4221.2209198727,2.585081427807e-08,-0.016631461508089,-1010.2443684176,574.00949171709,-470.67369339312,-1720.6931248086,-1593.602593645,33.0,0.0,Sc2_71
72,0.015,14,"[5, 5, 3]","[0, 0, 0]",70.0,3.2912176488255,15,10,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,73.4,MB,293.61,MB,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_72
73,0.015,16,"[5, 5, 4]","[0, 0, 0]",70.0,3.2912176488255,15,15,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,74.36,MB,297.42,MB,0.5,17,  17m24.04s ,1044.04,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.34e-10,8.989,-4221.2179921999,6.666788945397e-08,-0.0095544609571747,-1010.9302773247,574.77467105772,-470.78008881396,-1720.6931248086,-1593.5796178494,17.0,0.0,Sc2_73
74,0.015,17,"[6, 6, 4]","[0, 0, 0]",70.0,3.2912176488255,15,21,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,75.5,MB,302.0,MB,0.6,29,     27.12s ,27.12,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.26e-11,8.9855,-4221.2357070827,1.36056917253e-07,0.0042757246815928,-1011.0429045605,574.85645691154,-470.78779290084,-1720.6931248086,-1593.5726173129,29.0,0.0,Sc2_74
75,0.015,20,"[7, 7, 4]","[0, 0, 0]",70.0,3.2912176488255,15,24,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,76.07,MB,304.29,MB,0.6,14,   4m18.50s ,258.5,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.6e-10,8.9845,-4221.2316396611,9.52398420771e-08,-0.0023736489783958,-1011.0598757561,574.89354058491,-470.79618693235,-1720.6931248086,-1593.5736191,14.0,0.0,Sc2_75
76,0.015,22,"[7, 7, 5]","[0, 0, 0]",70.0,3.2912176488255,15,24,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,76.07,MB,304.29,MB,0.6,18,     22.20s ,22.2,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.23e-10,8.994,-4221.2290906348,7.619187366168e-08,-0.0092683332601916,-1010.9772769622,574.81110397086,-470.78420290302,-1720.6931248086,-1593.5763217346,18.0,0.0,Sc2_76
77,0.015,24,"[8, 8, 5]","[0, 0, 0]",70.0,3.2912176488255,15,30,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,77.22,MB,308.88,MB,0.7,22,     28.23s ,28.23,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.01e-10,8.995,-4221.2260486742,4.08170751759e-08,-0.0097984110098093,-1010.9257000979,574.75726352756,-470.7763811269,-1720.6931248086,-1593.5783077574,22.0,0.0,Sc2_77
78,0.015,27,"[9, 9, 6]","[0, 0, 0]",70.0,3.2912176488255,15,48,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,80.66,MB,322.62,MB,0.8,23,  15m49.73s ,949.73,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.33e-10,8.9855,-4221.2281696655,6.258618193638e-08,-0.0062669176655904,-1010.9599645358,574.78985977168,-470.78127944804,-1720.6931248086,-1593.5773938631,23.0,0.0,Sc2_78
79,0.015,30,"[10, 10, 6]","[0, 0, 0]",70.0,3.2912176488255,15,56,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,82.18,MB,328.73,MB,0.9,16,   7m56.17s ,476.17,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.6e-10,8.9897,-4221.2268773969,4.625935186602e-08,-0.009785349545753,-1010.9511577076,574.78590228413,-470.78087862436,-1720.6931248086,-1593.5778333269,16.0,0.0,Sc2_79
80,0.015,32,"[10, 10, 7]","[0, 0, 0]",70.0,3.2912176488255,15,56,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,82.18,MB,328.73,MB,0.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_80
81,0.015,33,"[11, 11, 7]","[0, 0, 0]",70.0,3.2912176488255,15,64,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,83.71,MB,334.84,MB,0.9,31,  16m30.83s ,990.83,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.76e-11,8.9895,-4221.2274006718,6.938902779903e-08,-0.0072461192990603,-1010.9424225814,574.77105575332,-470.77816578549,-1720.6931248086,-1593.5774971303,31.0,0.0,Sc2_81
82,0.015,37,"[12, 12, 7]","[0, 0, 0]",70.0,3.2912176488255,15,76,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,86.0,MB,344.0,MB,1.0,26,  17m12.64s ,1032.64,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.39e-10,8.9883,-4221.2278770071,4.625935186602e-09,-0.0067363140301133,-1010.9414512711,574.76750289904,-470.77688440144,-1720.6931248086,-1593.5771831109,26.0,0.0,Sc2_82
83,0.015,38,"[12, 12, 8]","[0, 0, 0]",70.0,3.2912176488255,15,95,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,89.63,MB,358.51,MB,1.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_83
84,0.015,40,"[13, 13, 8]","[0, 0, 0]",70.0,3.2912176488255,15,105,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,91.54,MB,366.14,MB,1.3,30,  27m14.52s ,1634.52,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.05e-10,8.9897,-4221.2274605369,8.979756538698e-09,-0.0079808266522265,-1010.9492208014,574.78022313235,-470.77978363829,-1720.6931248086,-1593.5775735943,30.0,0.0,Sc2_84
85,0.015,43,"[14, 14, 9]","[0, 0, 0]",70.0,3.2912176488255,15,120,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,94.4,MB,377.6,MB,1.4,25,  35m18.70s ,2118.7,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.67e-10,8.9892,-4221.2274753671,3.537479848578e-08,-0.0077281689568877,-1010.9600912048,574.79355344487,-470.78237620285,-1720.6931248086,-1593.5777084267,25.0,0.0,Sc2_85
86,0.015,47,"[15, 15, 9]","[0, 0, 0]",70.0,3.2912176488255,15,135,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,97.26,MB,389.05,MB,1.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_86
87,0.015,48,"[15, 15, 10]","[0, 0, 0]",70.0,3.2912176488255,15,162,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,102.42,MB,409.66,MB,1.7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_87
