,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,formula,target
8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,Co5Te6,60
8862,8862,8862,8862,8862,8862,8862,8862,8862,8862,8862,8862,DySi2Ni2,50
8863,8863,8863,8863,8863,8863,8863,8863,8863,8863,8863,8863,SrFe3P4O14,20
8864,8864,8864,8864,8864,8864,8864,8864,8864,8864,8864,8864,SmZnAg2,80
8865,8865,8865,8865,8865,8865,8865,8865,8865,8865,8865,8865,SrMn2As2,35
8866,8866,8866,8866,8866,8866,8866,8866,8866,8866,8866,8866,SrNi2Ge2,45
8867,8867,8867,8867,8867,8867,8867,8867,8867,8867,8867,8867,LiPbAu2,35
8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,BaSn2Ir2,50
8869,8869,8869,8869,8869,8869,8869,8869,8869,8869,8869,8869,Na3Sc2B3O9,20
8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,MgHO,40
8871,8871,8871,8871,8871,8871,8871,8871,8871,8871,8871,8871,EuBiAu,80
8872,8872,8872,8872,8872,8872,8872,8872,8872,8872,8872,8872,Be2TlCr,35
8873,8873,8873,8873,8873,8873,8873,8873,8873,8873,8873,8873,NdTi2CdO6F,30
8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,BeGaOs,60
8875,8875,8875,8875,8875,8875,8875,8875,8875,8875,8875,8875,DySnAu2,90
8876,8876,8876,8876,8876,8876,8876,8876,8876,8876,8876,8876,UAlNi,40
8877,8877,8877,8877,8877,8877,8877,8877,8877,8877,8877,8877,SnH8C5O4,25
8878,8878,8878,8878,8878,8878,8878,8878,8878,8878,8878,8878,Ga3N,40
8879,8879,8879,8879,8879,8879,8879,8879,8879,8879,8879,8879,Sc2AlAu,75
8880,8880,8880,8880,8880,8880,8880,8880,8880,8880,8880,8880,Y2BeAlBO7,25
8881,8881,8881,8881,8881,8881,8881,8881,8881,8881,8881,8881,InBF2,40
8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,8882,Ho2FeSbO7,25
8883,8883,8883,8883,8883,8883,8883,8883,8883,8883,8883,8883,CaBiF6,20
8884,8884,8884,8884,8884,8884,8884,8884,8884,8884,8884,8884,LiCrCo2O6,55
8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,8885,KCeF4,20
8886,8886,8886,8886,8886,8886,8886,8886,8886,8886,8886,8886,PrMgTl2,80
8887,8887,8887,8887,8887,8887,8887,8887,8887,8887,8887,8887,TbInCu4,35
8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,HfBeNb2,85
8889,8889,8889,8889,8889,8889,8889,8889,8889,8889,8889,8889,UCu3,45
8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,8890,HfAsPt,55
8891,8891,8891,8891,8891,8891,8891,8891,8891,8891,8891,8891,Tb10Si3Sb3,55
8892,8892,8892,8892,8892,8892,8892,8892,8892,8892,8892,8892,Li3FeB2O6,20
8893,8893,8893,8893,8893,8893,8893,8893,8893,8893,8893,8893,HoB2Ir3,115
8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,LaTlO3,25
8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,ScFe2Si2,40
8896,8896,8896,8896,8896,8896,8896,8896,8896,8896,8896,8896,KBe2Tl,95
8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,8897,BaCd2,75
8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,8898,YB2Rh3,90
8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,8899,ZrI,40
8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,ZrRe2,75
8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,8901,TcAg3,45
8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,8902,Ce2Co12P7,30
8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,8903,Be2FeHg,55
8904,8904,8904,8904,8904,8904,8904,8904,8904,8904,8904,8904,BeNbGa,65
8905,8905,8905,8905,8905,8905,8905,8905,8905,8905,8905,8905,TeOF2,20
8906,8906,8906,8906,8906,8906,8906,8906,8906,8906,8906,8906,Ho3In5,40
8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,8907,HfTl4Te4,45
8908,8908,8908,8908,8908,8908,8908,8908,8908,8908,8908,8908,SiS31,30
8909,8909,8909,8909,8909,8909,8909,8909,8909,8909,8909,8909,BeCrSi2,85
8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,BaClF,25
8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,8911,ZrAlN2,55
8912,8912,8912,8912,8912,8912,8912,8912,8912,8912,8912,8912,TlKr,40
8913,8913,8913,8913,8913,8913,8913,8913,8913,8913,8913,8913,RbPa3,80
8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,TaVO4,35
8915,8915,8915,8915,8915,8915,8915,8915,8915,8915,8915,8915,Ho2Si3Rh,55
8916,8916,8916,8916,8916,8916,8916,8916,8916,8916,8916,8916,Ba2LiFe2N3,25
8917,8917,8917,8917,8917,8917,8917,8917,8917,8917,8917,8917,SrMg2Sb2,40
8918,8918,8918,8918,8918,8918,8918,8918,8918,8918,8918,8918,SrMg3O4,25
8919,8919,8919,8919,8919,8919,8919,8919,8919,8919,8919,8919,Co3Pt,55
8920,8920,8920,8920,8920,8920,8920,8920,8920,8920,8920,8920,Y2USe3,35
8921,8921,8921,8921,8921,8921,8921,8921,8921,8921,8921,8921,Tl2CN2,30
8922,8922,8922,8922,8922,8922,8922,8922,8922,8922,8922,8922,Re3Pd,80
8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,TlBiPbS3,25
8924,8924,8924,8924,8924,8924,8924,8924,8924,8924,8924,8924,MnTlF2,45
8925,8925,8925,8925,8925,8925,8925,8925,8925,8925,8925,8925,MnTl2GeTe4,30
8926,8926,8926,8926,8926,8926,8926,8926,8926,8926,8926,8926,ZnNi4O8,45
8927,8927,8927,8927,8927,8927,8927,8927,8927,8927,8927,8927,CaLaCo2O6,45
8928,8928,8928,8928,8928,8928,8928,8928,8928,8928,8928,8928,NbI,60
8929,8929,8929,8929,8929,8929,8929,8929,8929,8929,8929,8929,HfCu2HgSe4,30
8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,Np2InPt2,35
8931,8931,8931,8931,8931,8931,8931,8931,8931,8931,8931,8931,KNa2,100
8932,8932,8932,8932,8932,8932,8932,8932,8932,8932,8932,8932,B2Br,40
8933,8933,8933,8933,8933,8933,8933,8933,8933,8933,8933,8933,CdCoCu2S4,45
8934,8934,8934,8934,8934,8934,8934,8934,8934,8934,8934,8934,ScPd,65
8935,8935,8935,8935,8935,8935,8935,8935,8935,8935,8935,8935,Rb3BN2,25
8936,8936,8936,8936,8936,8936,8936,8936,8936,8936,8936,8936,Cu3BiSe2IO8,35
8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,BeCrPd,35
8938,8938,8938,8938,8938,8938,8938,8938,8938,8938,8938,8938,DyGePd2,45
8939,8939,8939,8939,8939,8939,8939,8939,8939,8939,8939,8939,CeAlCo,40
8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,8940,LiSiN,25
8941,8941,8941,8941,8941,8941,8941,8941,8941,8941,8941,8941,Li5Fe7O3F13,25
8942,8942,8942,8942,8942,8942,8942,8942,8942,8942,8942,8942,Sm2GaAg,60
8943,8943,8943,8943,8943,8943,8943,8943,8943,8943,8943,8943,RhN,70
8944,8944,8944,8944,8944,8944,8944,8944,8944,8944,8944,8944,K4Zr5O12,25
8945,8945,8945,8945,8945,8945,8945,8945,8945,8945,8945,8945,BaCuSF,30
8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,Ba2InW,65
8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,BeAlRh2,60
8948,8948,8948,8948,8948,8948,8948,8948,8948,8948,8948,8948,ScInO3,25
8949,8949,8949,8949,8949,8949,8949,8949,8949,8949,8949,8949,PrCuSi,80
8950,8950,8950,8950,8950,8950,8950,8950,8950,8950,8950,8950,BeSbP2,100
8951,8951,8951,8951,8951,8951,8951,8951,8951,8951,8951,8951,Zr6Al2Co,90
8952,8952,8952,8952,8952,8952,8952,8952,8952,8952,8952,8952,BeReCl2,30
8953,8953,8953,8953,8953,8953,8953,8953,8953,8953,8953,8953,KMnH24C14N8,20
8954,8954,8954,8954,8954,8954,8954,8954,8954,8954,8954,8954,Nd3S4,40
8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,8955,BeTc2Mo,55
8956,8956,8956,8956,8956,8956,8956,8956,8956,8956,8956,8956,CaBe3O4,20
8957,8957,8957,8957,8957,8957,8957,8957,8957,8957,8957,8957,TiNb3Se6,35
8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,HoCo3Cu2,55
8959,8959,8959,8959,8959,8959,8959,8959,8959,8959,8959,8959,ZnF3,15
8960,8960,8960,8960,8960,8960,8960,8960,8960,8960,8960,8960,MnCr2Tc,50
8961,8961,8961,8961,8961,8961,8961,8961,8961,8961,8961,8961,BeRhPb,70
8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,8962,Si3H,95
8963,8963,8963,8963,8963,8963,8963,8963,8963,8963,8963,8963,Zn2Ga2S5,35
8964,8964,8964,8964,8964,8964,8964,8964,8964,8964,8964,8964,SrSb5,40
8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,CdO7,20
8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,ThAl3,80
8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,8967,AgPd2Au,40
8968,8968,8968,8968,8968,8968,8968,8968,8968,8968,8968,8968,LaTiO3,50
8969,8969,8969,8969,8969,8969,8969,8969,8969,8969,8969,8969,Ni11Ge2Te4,60
8970,8970,8970,8970,8970,8970,8970,8970,8970,8970,8970,8970,PI,55
8971,8971,8971,8971,8971,8971,8971,8971,8971,8971,8971,8971,TbAsS,40
8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,LiYIr,40
8973,8973,8973,8973,8973,8973,8973,8973,8973,8973,8973,8973,BPbO,55
8974,8974,8974,8974,8974,8974,8974,8974,8974,8974,8974,8974,Tm2ZnOs,55
8975,8975,8975,8975,8975,8975,8975,8975,8975,8975,8975,8975,La5Tl3,35
8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,KIn2Au4,95
8977,8977,8977,8977,8977,8977,8977,8977,8977,8977,8977,8977,AlCO3,40
8978,8978,8978,8978,8978,8978,8978,8978,8978,8978,8978,8978,AsCl2,65
8979,8979,8979,8979,8979,8979,8979,8979,8979,8979,8979,8979,Y2Ge2Ru,30
8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,8980,TaTe5Pt,80
8981,8981,8981,8981,8981,8981,8981,8981,8981,8981,8981,8981,Yb4As3,75
8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,LaHBr2,30
8983,8983,8983,8983,8983,8983,8983,8983,8983,8983,8983,8983,BaSiCl2,75
8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,RbCuO2,25
8985,8985,8985,8985,8985,8985,8985,8985,8985,8985,8985,8985,NaCd2In,35
8986,8986,8986,8986,8986,8986,8986,8986,8986,8986,8986,8986,YbNbO3,65
8987,8987,8987,8987,8987,8987,8987,8987,8987,8987,8987,8987,BaNaTl2,100
8988,8988,8988,8988,8988,8988,8988,8988,8988,8988,8988,8988,SmFe12,40
8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,LaNiSn,50
8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,Li2VGeO5,30
8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,Li4NbTe3O12,25
8992,8992,8992,8992,8992,8992,8992,8992,8992,8992,8992,8992,Ba3ErRu2O9,30
8993,8993,8993,8993,8993,8993,8993,8993,8993,8993,8993,8993,BeIn2Hg,110
8994,8994,8994,8994,8994,8994,8994,8994,8994,8994,8994,8994,FeP2,30
8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,MoP2,45
8996,8996,8996,8996,8996,8996,8996,8996,8996,8996,8996,8996,KBeW,70
8997,8997,8997,8997,8997,8997,8997,8997,8997,8997,8997,8997,SmAlPd,45
8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,8998,RbSnO3,40
8999,8999,8999,8999,8999,8999,8999,8999,8999,8999,8999,8999,Dy2Al9Ir3,60
9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,RbNaSb,50
9001,9001,9001,9001,9001,9001,9001,9001,9001,9001,9001,9001,CdAg2I4,30
9002,9002,9002,9002,9002,9002,9002,9002,9002,9002,9002,9002,Tb4Ga12Pt,110
9003,9003,9003,9003,9003,9003,9003,9003,9003,9003,9003,9003,TaOF3,25
9004,9004,9004,9004,9004,9004,9004,9004,9004,9004,9004,9004,KHF2,20
9005,9005,9005,9005,9005,9005,9005,9005,9005,9005,9005,9005,ErMg2,65
9006,9006,9006,9006,9006,9006,9006,9006,9006,9006,9006,9006,BaZr2Te,75
9007,9007,9007,9007,9007,9007,9007,9007,9007,9007,9007,9007,PaSi3,95
9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,NdEr3S6,35
9009,9009,9009,9009,9009,9009,9009,9009,9009,9009,9009,9009,Ag3AsO4,70
9010,9010,9010,9010,9010,9010,9010,9010,9010,9010,9010,9010,LaZn3P3,70
9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,9011,CaIn4Rh,70
9012,9012,9012,9012,9012,9012,9012,9012,9012,9012,9012,9012,YCrO4,30
9013,9013,9013,9013,9013,9013,9013,9013,9013,9013,9013,9013,SmH3,45
9014,9014,9014,9014,9014,9014,9014,9014,9014,9014,9014,9014,Y2CuOs,45
9015,9015,9015,9015,9015,9015,9015,9015,9015,9015,9015,9015,MnCoB2,35
9016,9016,9016,9016,9016,9016,9016,9016,9016,9016,9016,9016,ErCoGe,50
9017,9017,9017,9017,9017,9017,9017,9017,9017,9017,9017,9017,K2OsCl6,35
9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,SmBi2IO4,35
9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,9019,NaSi2BH2O7,25
9020,9020,9020,9020,9020,9020,9020,9020,9020,9020,9020,9020,Pr2Br5,60
9021,9021,9021,9021,9021,9021,9021,9021,9021,9021,9021,9021,MgC,40
9022,9022,9022,9022,9022,9022,9022,9022,9022,9022,9022,9022,GeBrF,30
9023,9023,9023,9023,9023,9023,9023,9023,9023,9023,9023,9023,SrO10,35
9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,9024,Tm3TlC,50
9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,9025,K2ReF6,20
9026,9026,9026,9026,9026,9026,9026,9026,9026,9026,9026,9026,ScFe2,60
9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,9027,AcHgTe2,75
9028,9028,9028,9028,9028,9028,9028,9028,9028,9028,9028,9028,Mg3V2O8,20
9029,9029,9029,9029,9029,9029,9029,9029,9029,9029,9029,9029,PmZn3,70
9030,9030,9030,9030,9030,9030,9030,9030,9030,9030,9030,9030,Cu2SnHgTe4,45
9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,UB2O6,25
9032,9032,9032,9032,9032,9032,9032,9032,9032,9032,9032,9032,HoCoGe2,95
9033,9033,9033,9033,9033,9033,9033,9033,9033,9033,9033,9033,Hf3N2O3,25
9034,9034,9034,9034,9034,9034,9034,9034,9034,9034,9034,9034,SbPt7,85
9035,9035,9035,9035,9035,9035,9035,9035,9035,9035,9035,9035,Ba4MgSe,45
9036,9036,9036,9036,9036,9036,9036,9036,9036,9036,9036,9036,Ag3Os,65
9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,9037,YSnO,50
9038,9038,9038,9038,9038,9038,9038,9038,9038,9038,9038,9038,PrAlAu,50
9039,9039,9039,9039,9039,9039,9039,9039,9039,9039,9039,9039,CdCo2N2,25
9040,9040,9040,9040,9040,9040,9040,9040,9040,9040,9040,9040,LiBe2V,45
9041,9041,9041,9041,9041,9041,9041,9041,9041,9041,9041,9041,BaAlBO3F2,20
9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,LiYMo3O8,25
9043,9043,9043,9043,9043,9043,9043,9043,9043,9043,9043,9043,La2ZnIr,80
9044,9044,9044,9044,9044,9044,9044,9044,9044,9044,9044,9044,NdZnIn,85
9045,9045,9045,9045,9045,9045,9045,9045,9045,9045,9045,9045,TaSiGe,55
9046,9046,9046,9046,9046,9046,9046,9046,9046,9046,9046,9046,CaAl3,55
9047,9047,9047,9047,9047,9047,9047,9047,9047,9047,9047,9047,Ti2SbP,50
9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,9048,MnNiO3,20
9049,9049,9049,9049,9049,9049,9049,9049,9049,9049,9049,9049,Er2Pt2O7,25
9050,9050,9050,9050,9050,9050,9050,9050,9050,9050,9050,9050,MnVP2O8,25
9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,CaAs4Rh6,45
9052,9052,9052,9052,9052,9052,9052,9052,9052,9052,9052,9052,CdSn7,60
9053,9053,9053,9053,9053,9053,9053,9053,9053,9053,9053,9053,U2CuSi3,35
9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,9054,SmB12,110
9055,9055,9055,9055,9055,9055,9055,9055,9055,9055,9055,9055,HfAlCu,35
9056,9056,9056,9056,9056,9056,9056,9056,9056,9056,9056,9056,BaP10,35
9057,9057,9057,9057,9057,9057,9057,9057,9057,9057,9057,9057,NaCoF3,30
9058,9058,9058,9058,9058,9058,9058,9058,9058,9058,9058,9058,Na4Al3Ge3BrO12,25
9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,9059,KP2AuS7,30
9060,9060,9060,9060,9060,9060,9060,9060,9060,9060,9060,9060,LiBeCd,95
9061,9061,9061,9061,9061,9061,9061,9061,9061,9061,9061,9061,Er2Mg3Ru,105
9062,9062,9062,9062,9062,9062,9062,9062,9062,9062,9062,9062,Ti2SO2,25
9063,9063,9063,9063,9063,9063,9063,9063,9063,9063,9063,9063,HfNi2Sn,40
9064,9064,9064,9064,9064,9064,9064,9064,9064,9064,9064,9064,Yb3Fe,35
9065,9065,9065,9065,9065,9065,9065,9065,9065,9065,9065,9065,Rb2IrBr6,35
9066,9066,9066,9066,9066,9066,9066,9066,9066,9066,9066,9066,Ba4Nb2WO12,25
9067,9067,9067,9067,9067,9067,9067,9067,9067,9067,9067,9067,Ba2NdCu3O7,60
9068,9068,9068,9068,9068,9068,9068,9068,9068,9068,9068,9068,Ag2S,60
9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,Be2BiPb,95
9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,9070,TiH6C4O4,20
9071,9071,9071,9071,9071,9071,9071,9071,9071,9071,9071,9071,Sr3ZnRhO6,35
9072,9072,9072,9072,9072,9072,9072,9072,9072,9072,9072,9072,ThB6,70
9073,9073,9073,9073,9073,9073,9073,9073,9073,9073,9073,9073,Ba3MoN3,45
9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,Ca3Al2Si2,35
9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,9075,U2Cu4As5,45
9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,BaGaPt2,85
9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,9077,Ce3SiS2,25
9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,9078,HoLuCd2,75
9079,9079,9079,9079,9079,9079,9079,9079,9079,9079,9079,9079,CrP2,30
9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,LiZrO3,60
9081,9081,9081,9081,9081,9081,9081,9081,9081,9081,9081,9081,DyCdGa,75
9082,9082,9082,9082,9082,9082,9082,9082,9082,9082,9082,9082,RbCu4Se3,70
9083,9083,9083,9083,9083,9083,9083,9083,9083,9083,9083,9083,Hg2I3Br,30
9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,9084,K4H5Se4O16,35
9085,9085,9085,9085,9085,9085,9085,9085,9085,9085,9085,9085,LuGa2,55
9086,9086,9086,9086,9086,9086,9086,9086,9086,9086,9086,9086,K2SiF6,20
9087,9087,9087,9087,9087,9087,9087,9087,9087,9087,9087,9087,Rb2NaAuBr6,35
9088,9088,9088,9088,9088,9088,9088,9088,9088,9088,9088,9088,La2YSc,40
9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,LaCrSe3,45
9090,9090,9090,9090,9090,9090,9090,9090,9090,9090,9090,9090,Ca2CoO3,55
9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,9091,Pr3CuSnS7,30
9092,9092,9092,9092,9092,9092,9092,9092,9092,9092,9092,9092,Mo3Pt,80
9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,9093,ZrGaNi,45
9094,9094,9094,9094,9094,9094,9094,9094,9094,9094,9094,9094,Nb3AgS4,50
9095,9095,9095,9095,9095,9095,9095,9095,9095,9095,9095,9095,Lu2Ga8Fe,60
9096,9096,9096,9096,9096,9096,9096,9096,9096,9096,9096,9096,CeP2,35
9097,9097,9097,9097,9097,9097,9097,9097,9097,9097,9097,9097,Ti2CoSe4,30
9098,9098,9098,9098,9098,9098,9098,9098,9098,9098,9098,9098,BiI3O9,30
9099,9099,9099,9099,9099,9099,9099,9099,9099,9099,9099,9099,Li2VN2,30
9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,Y2P7Rh12,50
9101,9101,9101,9101,9101,9101,9101,9101,9101,9101,9101,9101,Ba4BeCd,75
9102,9102,9102,9102,9102,9102,9102,9102,9102,9102,9102,9102,CrB2Mo2,45
9103,9103,9103,9103,9103,9103,9103,9103,9103,9103,9103,9103,GeBr2F10,20
9104,9104,9104,9104,9104,9104,9104,9104,9104,9104,9104,9104,TlV2AgO6,20
9105,9105,9105,9105,9105,9105,9105,9105,9105,9105,9105,9105,Rb2NbHgF6,25
9106,9106,9106,9106,9106,9106,9106,9106,9106,9106,9106,9106,Tm2Mn3Sb3O14,30
9107,9107,9107,9107,9107,9107,9107,9107,9107,9107,9107,9107,InCuO3,95
9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,Sr2TaMnO6,30
9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,Be2CdBr,90
9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,SrLi2Cu2,40
9111,9111,9111,9111,9111,9111,9111,9111,9111,9111,9111,9111,NbAsAu,45
9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,9112,Ta2BeCr,80
9113,9113,9113,9113,9113,9113,9113,9113,9113,9113,9113,9113,CaCrO2,30
9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,Ba2Mn2Sb2O,40
9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,9115,CaInBr3,25
9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,9116,Pm2ZnSi,70
9117,9117,9117,9117,9117,9117,9117,9117,9117,9117,9117,9117,MgMoF6,25
9118,9118,9118,9118,9118,9118,9118,9118,9118,9118,9118,9118,UMnB4,35
9119,9119,9119,9119,9119,9119,9119,9119,9119,9119,9119,9119,In2Te5,45
9120,9120,9120,9120,9120,9120,9120,9120,9120,9120,9120,9120,Li14Co2S9,30
9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,NaAl2Zn2,30
9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,9122,Hf9B2Mo3,55
9123,9123,9123,9123,9123,9123,9123,9123,9123,9123,9123,9123,Al3BiB4O12,20
9124,9124,9124,9124,9124,9124,9124,9124,9124,9124,9124,9124,Ba4TaBe,70
9125,9125,9125,9125,9125,9125,9125,9125,9125,9125,9125,9125,LiPt2,80
9126,9126,9126,9126,9126,9126,9126,9126,9126,9126,9126,9126,LiNbO3,25
9127,9127,9127,9127,9127,9127,9127,9127,9127,9127,9127,9127,Al3Cr3Sb2O16,25
9128,9128,9128,9128,9128,9128,9128,9128,9128,9128,9128,9128,TbSnAu,85
9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,9129,CaNbNO2,35
9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,9130,CoSiNi,45
9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,9131,PmMg2Sc,40
9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,9132,ReCl4,30
9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,9133,Tb2BiO2,100
9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,9134,TiGaCu2,25
9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,9135,DyErTl2,80
9136,9136,9136,9136,9136,9136,9136,9136,9136,9136,9136,9136,Cr2Fe3N4,25
9137,9137,9137,9137,9137,9137,9137,9137,9137,9137,9137,9137,TiSb2,60
9138,9138,9138,9138,9138,9138,9138,9138,9138,9138,9138,9138,Hf3Zn3C,50
9139,9139,9139,9139,9139,9139,9139,9139,9139,9139,9139,9139,LiCuF,30
9140,9140,9140,9140,9140,9140,9140,9140,9140,9140,9140,9140,SmAgSn,50
9141,9141,9141,9141,9141,9141,9141,9141,9141,9141,9141,9141,Na2Ga2GeS6,30
9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,9142,Cr3O,55
9143,9143,9143,9143,9143,9143,9143,9143,9143,9143,9143,9143,Y3Ga4Cu2,45
9144,9144,9144,9144,9144,9144,9144,9144,9144,9144,9144,9144,Ba2CoF6,70
9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,9145,Ho2Ni2Pb,95
9146,9146,9146,9146,9146,9146,9146,9146,9146,9146,9146,9146,HeTm,65
9147,9147,9147,9147,9147,9147,9147,9147,9147,9147,9147,9147,MnZnO3,70
9148,9148,9148,9148,9148,9148,9148,9148,9148,9148,9148,9148,NpN,40
9149,9149,9149,9149,9149,9149,9149,9149,9149,9149,9149,9149,TiTl2W,55
9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,9150,ScBe2Ge,45
9151,9151,9151,9151,9151,9151,9151,9151,9151,9151,9151,9151,Yb3Sb4Au3,55
9152,9152,9152,9152,9152,9152,9152,9152,9152,9152,9152,9152,NaZnCl3,45
9153,9153,9153,9153,9153,9153,9153,9153,9153,9153,9153,9153,La5Pb3,55
9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,9154,Ta2FeRu,75
9155,9155,9155,9155,9155,9155,9155,9155,9155,9155,9155,9155,Li3Pb,45
9156,9156,9156,9156,9156,9156,9156,9156,9156,9156,9156,9156,Na4SnO4,25
9157,9157,9157,9157,9157,9157,9157,9157,9157,9157,9157,9157,Tm2ZnHg,75
9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,9158,Li2ScSn2,45
9159,9159,9159,9159,9159,9159,9159,9159,9159,9159,9159,9159,K2NaNdBr6,30
9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,9160,Tl2Ge2O7,75
9161,9161,9161,9161,9161,9161,9161,9161,9161,9161,9161,9161,Al2C,50
